
# values that should appear from IRYD_PID:
- temperatura komina
- temperatura zadana komina
- pid.error
- pid.kp
- pid.ki
- pid.P
- pid.I
- moc kotla wyliczona z algorytmu PI
- moc kotla bez ograniczenia, wyliczona z algorytmi FPID.
- moc rzeczywista kotla, ograniczona
4. - temperatura zadana kotla
5. - temperatura kotla
8. - moc dmuchawy
7. - podajnik wlaczony / wylaczony
9. - czas do podania

# example dump:
root@raspberrypi:# python serial_read.py 
1 | 2|  3|  4|  5|  6|  7|  8|    9|   10|   11|   12| 13| 14| 15| 16|  17|
0:  4; 53; 53; 59;  2;  0;  0;   82;  240; 1280;  210;  1;255;  1; 24; 1451
0:  4; 53; 53; 59;  2;  0;  0;   81;  240; 1280;  210;  1;255;  1; 24; 1451
0:  4; 53; 53; 59;  2;  0;  0;   80;  240; 1280;  210;  1;255;  1; 24; 1451
0:  4; 53; 53; 59;  2;  0;  0;   79;  240; 1280;  210;  1;255;  1; 24; 1451
0:  4; 53; 53; 59;  2;  0;  0;   78;  240; 1280;  210;  1;255;  1; 24; 1451
0:  4; 53; 53; 59;  2;  0;  0;   77;  240; 1280;  210;  1;255;  1; 24; 1451
0:  4; 53; 53; 59;  2;  0;  0;   76;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   75;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   74;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   73;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   72;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   71;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   70;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   69;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   68;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   67;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   66;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   65;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   64;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   63;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   62;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   61;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   60;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   59;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   58;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   57;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   56;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   55;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   54;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   53;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   52;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 59;  2;  0;  0;   51;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 58;  2;  0;  0;   50;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 58;  2;  0;  0;   49;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 58;  2;  0;  0;   48;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 58;  2;  0;  0;   47;  240; 1280;  210;  1;255;  1; 24; 1451
0:  5; 53; 53; 58;  2;  0;  0;   46;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   45;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   44;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   43;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   42;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   41;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   40;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   39;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   38;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   37;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   36;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   35;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   34;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   33;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   32;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   31;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   30;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   29;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   28;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   27;  240; 1280;  210;  1;255;  1; 25; 1451
0:  5; 53; 53; 58;  2;  0;  0;   26;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   25;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   24;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   23;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   22;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   21;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   20;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   19;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   18;  240; 1280;  210;  1;255;  1; 25; 1397
0:  5; 53; 53; 58;  2;  0;  0;   17;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;   16;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;   15;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;   14;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;   13;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;   12;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;   11;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;   10;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;    9;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;    8;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;    7;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0;  0;    6;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0; 15;    5;  240; 1280;  210;  1;255;  1; 25; 1397 blower start
0:  6; 53; 53; 58;  2;  0; 15;    4;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0; 15;    3;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0; 15;    2;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  0; 15;    1;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 58;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397 feeder start
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  1; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397 feeder stop
0:  6; 53; 53; 59;  2;  0; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  0; 20;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 25; 1397
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
0:  6; 53; 53; 59;  2;  0; 15;    0;  240; 1280;  210;  1;255;  1; 24; 1451
